"@timestamp per 30 minutes",Count
"08:00",220
"08:30",620
"09:00",790
"09:30","1,260"
"10:00","1,320"
"10:30","1,490"
"11:00","1,420"
"11:30","1,720"
"12:00","1,760"
"12:30","1,470"
"13:00","1,750"
"13:30","1,720"
"14:00",700
"14:30",520
"15:00",320
"15:30",270
"16:00",330
"16:30",310
"17:00",100
"17:30",1
"18:00",340
"18:30",39
"20:30",10
"21:00",20
